"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	784	3573280	21.9
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	753	3557745	21.2
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	750	3534649	21.2
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1530	2500102	61.2
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1508	2590756	58.2
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1498	2588008	57.9
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1524	2625905	58.0
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1483	2758412	53.8
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1531	2815015	54.4
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1523	2828284	53.8
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1405	2837339	49.5
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1380	2827138	48.8
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1442	2809109	51.3
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1394	2791177	49.9
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1402	2804898	50.0
	"Stomach"	"21020"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1384	2807216	49.3
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	931	2561501	36.3
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	903	2651418	34.1
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	873	2700696	32.3
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	939	2791461	33.6
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1010	2947675	34.3
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	927	3065044	30.2
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	930	3090556	30.1
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	898	3088440	29.1
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	920	3083732	29.8
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	853	3082267	27.7
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	880	3050893	28.8
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	851	3036278	28.0
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	791	3001357	26.4
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1076	1518764	70.8
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1147	1588670	72.2
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1142	1641752	69.6
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1201	1716412	70.0
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1236	1827895	67.6
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1244	1913150	65.0
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1214	1951548	62.2
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1130	1973881	57.2
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1157	2001549	57.8
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1141	2030746	56.2
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1117	2045977	54.6
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1230	2071102	59.4
	"Stomach"	"21020"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1149	2078071	55.3
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1147	2472814	46.4
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1156	2572012	44.9
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1091	2581848	42.3
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1081	2626641	41.2
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1158	2780061	41.7
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1123	2864855	39.2
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1085	2932403	37.0
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1058	3019641	35.0
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1063	3103899	34.2
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1098	3174934	34.6
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1013	3256693	31.1
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1033	3337248	31.0
	"Stomach"	"21020"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1002	3393214	29.5
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	895	1000242	89.5
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	881	1054243	83.6
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	835	1073371	77.8
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	886	1110879	79.8
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	960	1197092	80.2
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	968	1254392	77.2
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	905	1311223	69.0
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	972	1379750	70.4
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	970	1446344	67.1
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1000	1507160	66.3
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	981	1570283	62.5
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1026	1634369	62.8
	"Stomach"	"21020"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1078	1688433	63.8
	"Thyroid"	"32010"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	16	7451112	0.2
	"Thyroid"	"32010"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19	7475206	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	49	7092053	0.7
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	52	7372403	0.7
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	66	7416439	0.9
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	59	7554481	0.8
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	69	7886778	0.9
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	80	8014546	1.0
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	69	7923912	0.9
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	84	7851074	1.1
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	78	7772186	1.0
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	76	7718081	1.0
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	95	7696909	1.2
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	101	7694687	1.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	112	7627460	1.5
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	31	7821212	0.4
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	17	7962208	0.2
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	22	8314347	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	26	8451338	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	26	8353371	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	27	8277397	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	25	8191516	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	30	8129659	0.4
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	25	8103642	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	26	8096445	0.3
	"Thyroid"	"32010"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24	8016291	0.3
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	237	7040477	3.4
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	240	7254069	3.3
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	218	7241673	3.0
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	233	7337855	3.2
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	276	7699453	3.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	304	7933400	3.8
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	278	8035458	3.5
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	290	8123100	3.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	347	8186982	4.2
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	392	8206982	4.8
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	373	8177500	4.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	392	8086807	4.8
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	414	7903855	5.2
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	40	7502694	0.5
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	44	7741169	0.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	47	7759457	0.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	53	7863225	0.7
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	43	8228011	0.5
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	55	8462033	0.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	48	8560706	0.6
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	67	8641338	0.8
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	79	8694025	0.9
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	66	8705412	0.8
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	76	8660083	0.9
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	83	8560263	1.0
	"Thyroid"	"32010"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	76	8383297	0.9
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	499	6515194	7.7
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	532	6832644	7.8
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	592	7016949	8.4
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	582	7225452	8.1
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	604	7672599	7.9
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	717	7897163	9.1
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	675	7907801	8.5
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	695	7906974	8.8
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	746	7908498	9.4
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	818	7929480	10.3
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	822	7983893	10.3
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	836	8066627	10.4
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	911	8119266	11.2
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	104	6928500	1.5
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	68	7274432	0.9
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	95	7438922	1.3
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	129	7651355	1.7
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	106	8105578	1.3
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	125	8367139	1.5
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	108	8410365	1.3
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	135	8439939	1.6
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	122	8425847	1.4
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	135	8420896	1.6
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	158	8448451	1.9
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	178	8513409	2.1
	"Thyroid"	"32010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	183	8558178	2.1
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	803	6947647	11.6
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	893	6960842	12.8
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	880	6711767	13.1
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	946	6699773	14.1
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	980	7030735	13.9
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1154	7289675	15.8
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1113	7445727	14.9
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1194	7666181	15.6
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1283	7818890	16.4
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1396	7934387	17.6
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1506	7984774	18.9
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1541	7989184	19.3
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1517	7934359	19.1
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	190	7258141	2.6
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	181	7299064	2.5
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	153	7055677	2.2
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	173	7033932	2.5
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	181	7357279	2.5
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	215	7619983	2.8
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	219	7746504	2.8
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	214	7944816	2.7
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	265	8097224	3.3
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	246	8232361	3.0
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	277	8300303	3.3
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	273	8331282	3.3
	"Thyroid"	"32010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	282	8294723	3.4
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1136	7469121	15.2
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1211	7569804	16.0
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1328	7526353	17.6
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1397	7553532	18.5
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1431	7784741	18.4
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1604	7779515	20.6
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1582	7570818	20.9
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1642	7361279	22.3
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1737	7296798	23.8
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1957	7336667	26.7
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	2147	7452713	28.8
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	2159	7600790	28.4
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	2125	7682974	27.7
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	225	7736670	2.9
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	277	7855370	3.5
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	268	7814739	3.4
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	304	7842158	3.9
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	282	8062125	3.5
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	307	8059086	3.8
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	319	7833330	4.1
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	346	7630724	4.5
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	344	7562270	4.5
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	437	7606628	5.7
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	429	7718113	5.6
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	400	7860654	5.1
	"Thyroid"	"32010"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	466	7950924	5.9
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1349	8496159	15.9
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1477	8555275	17.3
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1503	8270672	18.2
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1690	8137832	20.8
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1768	8267650	21.4
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1858	8241429	22.5
	"Thyroid"	"32010"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1951	8170943	23.9
