"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	40	8362892	0.5
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	53	8309445	0.6
	"Breast"	"26000"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	42	8259215	0.5
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	14544	7531830	193.1
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	15296	7899031	193.6
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	15100	7993396	188.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	15136	8270098	183.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16326	8793006	185.7
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	16892	9084319	185.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16960	9187069	184.6
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	17411	9289991	187.4
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	17318	9291229	186.4
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17651	9264051	190.5
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	17557	9240561	190.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	16528	9110009	181.4
	"Breast"	"26000"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16463	8789205	187.3
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	49	7451625	0.7
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	74	7828428	0.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	61	7928042	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	76	8199679	0.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	74	8725986	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	93	9021569	1.0
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	72	9133814	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	79	9238647	0.9
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	74	9248464	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	76	9216719	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	72	9196447	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	75	9069277	0.8
	"Breast"	"26000"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	87	8766225	1.0
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	17543	6615063	265.2
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18207	7083016	257.1
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	18700	7358964	254.1
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18127	7405650	244.8
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	18128	7867072	230.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	18573	8208935	226.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18668	8398979	222.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	18968	8577514	221.1
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	19381	8783981	220.6
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	20110	8952652	224.6
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	20375	9068059	224.7
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	19401	9173486	211.5
	"Breast"	"26000"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19747	9173488	215.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	85	6453297	1.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	115	6922966	1.7
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	101	7194113	1.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	119	7245524	1.6
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	100	7690583	1.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	102	8020640	1.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	115	8212985	1.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	114	8391808	1.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	128	8591685	1.5
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	124	8769266	1.4
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	117	8890389	1.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	117	9004016	1.3
	"Breast"	"26000"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	122	9004383	1.4
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	17379	5220125	332.9
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18417	5538348	332.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	18974	5643802	336.2
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	19782	6168619	320.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	19834	6714697	295.4
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	20061	7172163	279.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	20566	7514387	273.7
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	21403	7873207	271.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	21420	7843504	273.1
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	21318	7970448	267.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	21874	8146903	268.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	21170	8342211	253.8
	"Breast"	"26000"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	21826	8439870	258.6
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	105	4956823	2.1
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	133	5269829	2.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	141	5381669	2.6
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	145	5905643	2.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	161	6444155	2.5
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	166	6894326	2.4
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	146	7229137	2.0
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	168	7569925	2.2
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	175	7539099	2.3
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	196	7650534	2.6
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	186	7813502	2.4
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	156	8006650	1.9
	"Breast"	"26000"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	174	8101629	2.1
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	16799	4337978	387.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	17623	4503473	391.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	17655	4584041	385.1
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	18386	4785271	384.2
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	18403	5292181	347.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	19236	5630701	341.6
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	19815	5809266	341.1
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	20439	5964601	342.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	22387	6461378	346.5
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	23406	6717304	348.4
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	24602	7022922	350.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	24870	7358943	338.0
	"Breast"	"26000"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	25377	7628498	332.7
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	128	3988128	3.2
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	116	4150453	2.8
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	132	4231185	3.1
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	142	4428383	3.2
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	156	4912074	3.2
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	185	5233537	3.5
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	194	5414977	3.6
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	169	5575210	3.0
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	211	6063973	3.5
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	214	6321415	3.4
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	219	6620095	3.3
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	244	6943071	3.5
	"Breast"	"26000"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	229	7183960	3.2
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	17772	4030055	441.0
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18038	4104281	439.5
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	17818	4073462	437.4
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	17652	4110048	429.5
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	17023	4368759	389.7
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	17574	4565910	384.9
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	18170	4635936	391.9
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	19031	4750192	400.6
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	20457	4930666	414.9
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	21958	5211458	421.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	23110	5426766	425.9
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	23023	5603437	410.9
	"Breast"	"26000"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	24205	5689718	425.4
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	183	3511645	5.2
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	170	3592923	4.7
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	161	3581339	4.5
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	157	3628228	4.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	199	3877865	5.1
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	211	4070354	5.2
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	196	4149303	4.7
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	216	4262721	5.1
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	241	4437014	5.4
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	241	4703997	5.1
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	258	4907092	5.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	267	5085015	5.3
	"Breast"	"26000"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	268	5178255	5.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	19492	4010018	486.1
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	18935	4057378	466.7
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	18547	3989844	464.9
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	17880	3958794	451.7
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16837	4063739	414.3
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	16788	4085761	410.9
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16455	4059036	405.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	16774	4053937	413.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	17262	4067511	424.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	17787	4134929	430.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	18703	4227094	442.5
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	18729	4297333	435.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	19424	4374439	444.0
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	186	3187352	5.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	202	3267028	6.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	174	3245301	5.4
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	200	3244344	6.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	196	3353558	5.8
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	193	3390824	5.7
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	206	3393881	6.1
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	195	3410961	5.7
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	203	3442551	5.9
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	195	3521253	5.5
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	203	3620356	5.6
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	266	3697788	7.2
	"Breast"	"26000"	"70-74 years"	"70-74"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	256	3769569	6.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	18144	3552768	510.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	17757	3667360	484.2
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	17629	3626349	486.1
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	17217	3638439	473.2
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	16735	3779613	442.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	16457	3803625	432.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	16537	3767857	438.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	16416	3734126	439.6
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	16085	3683038	436.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	16120	3625525	444.6
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	16012	3573280	448.1
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	15799	3557745	444.1
	"Breast"	"26000"	"75-79 years"	"75-79"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	16007	3534649	452.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	199	2500102	8.0
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	200	2590756	7.7
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	167	2588008	6.5
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	168	2625905	6.4
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	194	2758412	7.0
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	221	2815015	7.9
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	199	2828284	7.0
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	194	2837339	6.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	209	2827138	7.4
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	219	2809109	7.8
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	227	2791177	8.1
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	209	2804898	7.5
	"Breast"	"26000"	"75-79 years"	"75-79"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	201	2807216	7.2
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	12287	2561501	479.7
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	12222	2651418	461.0
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	12428	2700696	460.2
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	12590	2791461	451.0
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	12435	2947675	421.9
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	12973	3065044	423.3
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	13387	3090556	433.2
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	13118	3088440	424.7
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	13263	3083732	430.1
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	13355	3082267	433.3
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	13359	3050893	437.9
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	12587	3036278	414.6
	"Breast"	"26000"	"80-84 years"	"80-84"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	12515	3001357	417.0
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	129	1518764	8.5
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	122	1588670	7.7
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	122	1641752	7.4
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	136	1716412	7.9
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	150	1827895	8.2
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	164	1913150	8.6
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	179	1951548	9.2
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	151	1973881	7.6
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	169	2001549	8.4
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	203	2030746	10.0
	"Breast"	"26000"	"80-84 years"	"80-84"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	170	2045977	8.3
