,Age Group,Sex,Year,Count
Melanoma of the Skin,50-54,M,2001.0,88.0
Melanoma of the Skin,50-54,M,2002.0,109.0
Melanoma of the Skin,50-54,M,2003.0,95.0
Melanoma of the Skin,50-54,M,2004.0,99.0
Melanoma of the Skin,50-54,M,2005.0,109.0
Melanoma of the Skin,50-54,M,2006.0,115.0
Melanoma of the Skin,50-54,M,2007.0,160.0
Melanoma of the Skin,50-54,M,2008.0,131.0
Melanoma of the Skin,50-54,M,2009.0,173.0
Melanoma of the Skin,50-54,M,2010.0,177.0
Melanoma of the Skin,50-54,M,2011.0,212.0
Melanoma of the Skin,55-59,F,1999.0,25.0
Melanoma of the Skin,55-59,F,2000.0,42.0
Melanoma of the Skin,55-59,F,2001.0,50.0
Melanoma of the Skin,55-59,F,2002.0,73.0
Melanoma of the Skin,55-59,F,2003.0,73.0
Melanoma of the Skin,55-59,F,2004.0,78.0
Melanoma of the Skin,55-59,F,2005.0,89.0
Melanoma of the Skin,55-59,F,2006.0,112.0
Melanoma of the Skin,55-59,F,2007.0,119.0
Melanoma of the Skin,55-59,F,2008.0,135.0
Melanoma of the Skin,55-59,F,2009.0,118.0
Melanoma of the Skin,55-59,F,2010.0,138.0
Melanoma of the Skin,55-59,F,2011.0,169.0
Melanoma of the Skin,55-59,M,1999.0,45.0
Melanoma of the Skin,55-59,M,2000.0,56.0
Melanoma of the Skin,55-59,M,2001.0,73.0
Melanoma of the Skin,55-59,M,2002.0,101.0
Melanoma of the Skin,55-59,M,2003.0,87.0
Melanoma of the Skin,55-59,M,2004.0,135.0
Melanoma of the Skin,55-59,M,2005.0,140.0
Melanoma of the Skin,55-59,M,2006.0,136.0
Melanoma of the Skin,55-59,M,2007.0,182.0
Melanoma of the Skin,55-59,M,2008.0,152.0
Melanoma of the Skin,55-59,M,2009.0,184.0
Melanoma of the Skin,55-59,M,2010.0,204.0
Melanoma of the Skin,55-59,M,2011.0,211.0
Melanoma of the Skin,60-64,F,1999.0,28.0
Melanoma of the Skin,60-64,F,2000.0,30.0
Melanoma of the Skin,60-64,F,2001.0,37.0
Melanoma of the Skin,60-64,F,2002.0,53.0
Melanoma of the Skin,60-64,F,2003.0,62.0
Melanoma of the Skin,60-64,F,2004.0,64.0
Melanoma of the Skin,60-64,F,2005.0,81.0
Melanoma of the Skin,60-64,F,2006.0,81.0
Melanoma of the Skin,60-64,F,2007.0,108.0
Melanoma of the Skin,60-64,F,2008.0,130.0
Melanoma of the Skin,60-64,F,2009.0,134.0
Melanoma of the Skin,60-64,F,2010.0,151.0
Melanoma of the Skin,60-64,F,2011.0,174.0
Melanoma of the Skin,60-64,M,1999.0,45.0
Melanoma of the Skin,60-64,M,2000.0,56.0
Melanoma of the Skin,60-64,M,2001.0,75.0
Melanoma of the Skin,60-64,M,2002.0,76.0
Melanoma of the Skin,60-64,M,2003.0,76.0
Melanoma of the Skin,60-64,M,2004.0,107.0
Melanoma of the Skin,60-64,M,2005.0,124.0
Melanoma of the Skin,60-64,M,2006.0,116.0
Melanoma of the Skin,60-64,M,2007.0,141.0
Melanoma of the Skin,60-64,M,2008.0,165.0
Melanoma of the Skin,60-64,M,2009.0,177.0
Melanoma of the Skin,60-64,M,2010.0,194.0
Melanoma of the Skin,60-64,M,2011.0,260.0
Melanoma of the Skin,65-69,F,1999.0,31.0
Melanoma of the Skin,65-69,F,2000.0,32.0
Melanoma of the Skin,65-69,F,2001.0,38.0
Melanoma of the Skin,65-69,F,2002.0,43.0
Melanoma of the Skin,65-69,F,2003.0,40.0
Melanoma of the Skin,65-69,F,2004.0,59.0
Melanoma of the Skin,65-69,F,2005.0,55.0
Melanoma of the Skin,65-69,F,2006.0,71.0
Melanoma of the Skin,65-69,F,2007.0,71.0
Melanoma of the Skin,65-69,F,2008.0,91.0
Melanoma of the Skin,65-69,F,2009.0,106.0
Melanoma of the Skin,65-69,F,2010.0,95.0
Melanoma of the Skin,65-69,F,2011.0,134.0
Melanoma of the Skin,65-69,M,1999.0,40.0
Melanoma of the Skin,65-69,M,2000.0,44.0
Melanoma of the Skin,65-69,M,2001.0,47.0
Melanoma of the Skin,65-69,M,2002.0,88.0
Melanoma of the Skin,65-69,M,2003.0,82.0
Melanoma of the Skin,65-69,M,2004.0,71.0
Melanoma of the Skin,65-69,M,2005.0,116.0
Melanoma of the Skin,65-69,M,2006.0,93.0
Melanoma of the Skin,65-69,M,2007.0,133.0
Melanoma of the Skin,65-69,M,2008.0,167.0
Melanoma of the Skin,65-69,M,2009.0,157.0
Melanoma of the Skin,65-69,M,2010.0,202.0
Melanoma of the Skin,65-69,M,2011.0,249.0
Melanoma of the Skin,70-74,F,1999.0,25.0
Melanoma of the Skin,70-74,F,2000.0,56.0
Melanoma of the Skin,70-74,F,2001.0,35.0
Melanoma of the Skin,70-74,F,2002.0,34.0
Melanoma of the Skin,70-74,F,2003.0,48.0
Melanoma of the Skin,70-74,F,2004.0,45.0
Melanoma of the Skin,70-74,F,2005.0,51.0
Melanoma of the Skin,70-74,F,2006.0,41.0
Melanoma of the Skin,70-74,F,2007.0,57.0
Melanoma of the Skin,70-74,F,2008.0,72.0
Melanoma of the Skin,70-74,F,2009.0,76.0
Melanoma of the Skin,70-74,F,2010.0,91.0
Melanoma of the Skin,70-74,F,2011.0,104.0
Melanoma of the Skin,70-74,M,1999.0,39.0
Melanoma of the Skin,70-74,M,2000.0,39.0
Melanoma of the Skin,70-74,M,2001.0,59.0
Melanoma of the Skin,70-74,M,2002.0,70.0
Melanoma of the Skin,70-74,M,2003.0,64.0
Melanoma of the Skin,70-74,M,2004.0,69.0
Melanoma of the Skin,70-74,M,2005.0,69.0
Melanoma of the Skin,70-74,M,2006.0,106.0
Melanoma of the Skin,70-74,M,2007.0,110.0
Melanoma of the Skin,70-74,M,2008.0,104.0
Melanoma of the Skin,70-74,M,2009.0,147.0
Melanoma of the Skin,70-74,M,2010.0,143.0
Melanoma of the Skin,70-74,M,2011.0,210.0
Melanoma of the Skin,75-79,F,1999.0,20.0
Melanoma of the Skin,75-79,F,2000.0,27.0
Melanoma of the Skin,75-79,F,2001.0,34.0
Melanoma of the Skin,75-79,F,2002.0,37.0
Melanoma of the Skin,75-79,F,2003.0,43.0
Melanoma of the Skin,75-79,F,2004.0,41.0
Melanoma of the Skin,75-79,F,2005.0,42.0
Melanoma of the Skin,75-79,F,2006.0,55.0
Melanoma of the Skin,75-79,F,2007.0,52.0
Melanoma of the Skin,75-79,F,2008.0,51.0
Melanoma of the Skin,75-79,F,2009.0,69.0
Melanoma of the Skin,75-79,F,2010.0,76.0
Melanoma of the Skin,75-79,F,2011.0,90.0
Melanoma of the Skin,75-79,M,1999.0,32.0
Melanoma of the Skin,75-79,M,2000.0,27.0
Melanoma of the Skin,75-79,M,2001.0,37.0
Melanoma of the Skin,75-79,M,2002.0,59.0
Melanoma of the Skin,75-79,M,2003.0,46.0
Melanoma of the Skin,75-79,M,2004.0,62.0
Melanoma of the Skin,75-79,M,2005.0,64.0
Melanoma of the Skin,75-79,M,2006.0,82.0
Melanoma of the Skin,75-79,M,2007.0,100.0
Melanoma of the Skin,75-79,M,2008.0,101.0
Melanoma of the Skin,75-79,M,2009.0,134.0
Melanoma of the Skin,75-79,M,2010.0,137.0
Melanoma of the Skin,75-79,M,2011.0,140.0
Melanoma of the Skin,80-84,F,1999.0,16.0
Melanoma of the Skin,80-84,F,2000.0,18.0
Melanoma of the Skin,80-84,F,2001.0,17.0
Melanoma of the Skin,80-84,F,2002.0,27.0
Melanoma of the Skin,80-84,F,2003.0,26.0
Melanoma of the Skin,80-84,F,2004.0,35.0
Melanoma of the Skin,80-84,F,2005.0,37.0
Melanoma of the Skin,80-84,F,2006.0,37.0
Melanoma of the Skin,80-84,F,2007.0,54.0
Melanoma of the Skin,80-84,F,2008.0,54.0
Melanoma of the Skin,80-84,F,2009.0,73.0
Melanoma of the Skin,80-84,F,2010.0,63.0
Melanoma of the Skin,80-84,F,2011.0,89.0
Melanoma of the Skin,80-84,M,1999.0,17.0
Melanoma of the Skin,80-84,M,2000.0,26.0
Melanoma of the Skin,80-84,M,2001.0,30.0
Melanoma of the Skin,80-84,M,2002.0,33.0
Melanoma of the Skin,80-84,M,2003.0,23.0
Melanoma of the Skin,80-84,M,2004.0,44.0
Melanoma of the Skin,80-84,M,2005.0,46.0
Melanoma of the Skin,80-84,M,2006.0,48.0
Melanoma of the Skin,80-84,M,2007.0,62.0
Melanoma of the Skin,80-84,M,2008.0,75.0
Melanoma of the Skin,80-84,M,2009.0,106.0
Melanoma of the Skin,80-84,M,2010.0,104.0
Melanoma of the Skin,80-84,M,2011.0,125.0
Melanoma of the Skin,85+,F,1999.0,17.0
Melanoma of the Skin,85+,F,2001.0,22.0
Melanoma of the Skin,85+,F,2002.0,22.0
Melanoma of the Skin,85+,F,2003.0,25.0
Melanoma of the Skin,85+,F,2004.0,23.0
Melanoma of the Skin,85+,F,2005.0,24.0
Melanoma of the Skin,85+,F,2006.0,35.0
Melanoma of the Skin,85+,F,2007.0,46.0
Melanoma of the Skin,85+,F,2008.0,44.0
Melanoma of the Skin,85+,F,2009.0,51.0
Melanoma of the Skin,85+,F,2010.0,83.0
Melanoma of the Skin,85+,F,2011.0,87.0
Melanoma of the Skin,85+,M,1999.0,16.0
Melanoma of the Skin,85+,M,2000.0,23.0
Melanoma of the Skin,85+,M,2001.0,16.0
Melanoma of the Skin,85+,M,2002.0,29.0
Melanoma of the Skin,85+,M,2003.0,24.0
Melanoma of the Skin,85+,M,2004.0,27.0
Melanoma of the Skin,85+,M,2005.0,19.0
Melanoma of the Skin,85+,M,2006.0,41.0
Melanoma of the Skin,85+,M,2007.0,40.0
Melanoma of the Skin,85+,M,2008.0,62.0
Melanoma of the Skin,85+,M,2009.0,62.0
Melanoma of the Skin,85+,M,2010.0,94.0
Melanoma of the Skin,85+,M,2011.0,134.0
Myeloma,50-54,F,2011.0,17.0
Myeloma,50-54,M,2011.0,18.0
Myeloma,55-59,M,2010.0,18.0
Myeloma,55-59,M,2011.0,19.0
Myeloma,60-64,F,2009.0,20.0
Myeloma,60-64,F,2011.0,20.0
Myeloma,60-64,M,2008.0,16.0
Myeloma,60-64,M,2009.0,18.0
Myeloma,60-64,M,2010.0,20.0
Myeloma,60-64,M,2011.0,16.0
Myeloma,65-69,F,2011.0,21.0
Myeloma,65-69,M,2007.0,18.0
Myeloma,65-69,M,2008.0,16.0
Myeloma,65-69,M,2009.0,21.0
Myeloma,65-69,M,2010.0,24.0
Myeloma,65-69,M,2011.0,33.0
Myeloma,70-74,F,2007.0,16.0
Myeloma,70-74,F,2009.0,24.0
Myeloma,70-74,F,2011.0,27.0
Myeloma,70-74,M,2005.0,16.0
Myeloma,70-74,M,2008.0,18.0
Myeloma,70-74,M,2009.0,17.0
Myeloma,70-74,M,2010.0,24.0
Myeloma,70-74,M,2011.0,24.0
Myeloma,75-79,F,2011.0,18.0
Myeloma,75-79,M,2008.0,18.0
Myeloma,75-79,M,2010.0,22.0
Myeloma,75-79,M,2011.0,24.0
Myeloma,80-84,F,2011.0,21.0
Myeloma,80-84,M,2011.0,18.0
Myeloma,85+,F,2011.0,16.0
Non-Hodgkin Lymphoma,25-29,M,2010.0,16.0
Non-Hodgkin Lymphoma,30-34,M,2000.0,16.0
Non-Hodgkin Lymphoma,30-34,M,2003.0,17.0
Non-Hodgkin Lymphoma,30-34,M,2006.0,17.0
Non-Hodgkin Lymphoma,30-34,M,2007.0,20.0
Non-Hodgkin Lymphoma,30-34,M,2008.0,20.0
Non-Hodgkin Lymphoma,30-34,M,2009.0,22.0
Non-Hodgkin Lymphoma,30-34,M,2010.0,22.0
Non-Hodgkin Lymphoma,35-39,F,2009.0,19.0
Non-Hodgkin Lymphoma,35-39,F,2010.0,20.0
Non-Hodgkin Lymphoma,35-39,M,2003.0,19.0
Non-Hodgkin Lymphoma,35-39,M,2005.0,16.0
Non-Hodgkin Lymphoma,35-39,M,2007.0,18.0
Non-Hodgkin Lymphoma,35-39,M,2008.0,20.0
Non-Hodgkin Lymphoma,35-39,M,2009.0,21.0
Non-Hodgkin Lymphoma,35-39,M,2010.0,29.0
Non-Hodgkin Lymphoma,35-39,M,2011.0,24.0
Non-Hodgkin Lymphoma,40-44,F,2003.0,19.0
Non-Hodgkin Lymphoma,40-44,F,2004.0,18.0
Non-Hodgkin Lymphoma,40-44,F,2009.0,24.0
Non-Hodgkin Lymphoma,40-44,F,2010.0,16.0
Non-Hodgkin Lymphoma,40-44,F,2011.0,24.0
Non-Hodgkin Lymphoma,40-44,M,1999.0,20.0
Non-Hodgkin Lymphoma,40-44,M,2000.0,21.0
Non-Hodgkin Lymphoma,40-44,M,2001.0,19.0
Non-Hodgkin Lymphoma,40-44,M,2002.0,36.0
Non-Hodgkin Lymphoma,40-44,M,2003.0,28.0
Non-Hodgkin Lymphoma,40-44,M,2004.0,27.0
Non-Hodgkin Lymphoma,40-44,M,2005.0,16.0
Non-Hodgkin Lymphoma,40-44,M,2006.0,26.0
Non-Hodgkin Lymphoma,40-44,M,2007.0,32.0
Non-Hodgkin Lymphoma,40-44,M,2008.0,26.0
Non-Hodgkin Lymphoma,40-44,M,2009.0,29.0
Non-Hodgkin Lymphoma,40-44,M,2010.0,34.0
Non-Hodgkin Lymphoma,40-44,M,2011.0,40.0
Non-Hodgkin Lymphoma,45-49,F,1999.0,20.0
Non-Hodgkin Lymphoma,45-49,F,2001.0,19.0
Non-Hodgkin Lymphoma,45-49,F,2002.0,17.0
Non-Hodgkin Lymphoma,45-49,F,2003.0,26.0
Non-Hodgkin Lymphoma,45-49,F,2004.0,26.0
Non-Hodgkin Lymphoma,45-49,F,2005.0,31.0
Non-Hodgkin Lymphoma,45-49,F,2006.0,27.0
Non-Hodgkin Lymphoma,45-49,F,2007.0,32.0
Non-Hodgkin Lymphoma,45-49,F,2008.0,35.0
Non-Hodgkin Lymphoma,45-49,F,2009.0,35.0
Non-Hodgkin Lymphoma,45-49,F,2010.0,32.0
Non-Hodgkin Lymphoma,45-49,F,2011.0,25.0
Non-Hodgkin Lymphoma,45-49,M,1999.0,16.0
Non-Hodgkin Lymphoma,45-49,M,2000.0,29.0
Non-Hodgkin Lymphoma,45-49,M,2001.0,27.0
Non-Hodgkin Lymphoma,45-49,M,2002.0,26.0
Non-Hodgkin Lymphoma,45-49,M,2003.0,24.0
Non-Hodgkin Lymphoma,45-49,M,2004.0,26.0
Non-Hodgkin Lymphoma,45-49,M,2005.0,30.0
Non-Hodgkin Lymphoma,45-49,M,2006.0,32.0
Non-Hodgkin Lymphoma,45-49,M,2007.0,34.0
Non-Hodgkin Lymphoma,45-49,M,2008.0,40.0
Non-Hodgkin Lymphoma,45-49,M,2009.0,43.0
Non-Hodgkin Lymphoma,45-49,M,2010.0,45.0
Non-Hodgkin Lymphoma,45-49,M,2011.0,43.0
Non-Hodgkin Lymphoma,50-54,F,2000.0,20.0
Non-Hodgkin Lymphoma,50-54,F,2001.0,25.0
Non-Hodgkin Lymphoma,50-54,F,2002.0,19.0
Non-Hodgkin Lymphoma,50-54,F,2003.0,30.0
Non-Hodgkin Lymphoma,50-54,F,2004.0,30.0
Non-Hodgkin Lymphoma,50-54,F,2005.0,31.0
Non-Hodgkin Lymphoma,50-54,F,2006.0,36.0
Non-Hodgkin Lymphoma,50-54,F,2007.0,30.0
Non-Hodgkin Lymphoma,50-54,F,2008.0,37.0
Non-Hodgkin Lymphoma,50-54,F,2009.0,47.0
Non-Hodgkin Lymphoma,50-54,F,2010.0,36.0
Non-Hodgkin Lymphoma,50-54,F,2011.0,52.0
Non-Hodgkin Lymphoma,50-54,M,2000.0,25.0
Non-Hodgkin Lymphoma,50-54,M,2001.0,29.0
Non-Hodgkin Lymphoma,50-54,M,2002.0,34.0
Non-Hodgkin Lymphoma,50-54,M,2003.0,33.0
Non-Hodgkin Lymphoma,50-54,M,2004.0,24.0
Non-Hodgkin Lymphoma,50-54,M,2005.0,42.0
Non-Hodgkin Lymphoma,50-54,M,2006.0,41.0
Non-Hodgkin Lymphoma,50-54,M,2007.0,46.0
Non-Hodgkin Lymphoma,50-54,M,2008.0,48.0
Non-Hodgkin Lymphoma,50-54,M,2009.0,64.0
Non-Hodgkin Lymphoma,50-54,M,2010.0,56.0
Non-Hodgkin Lymphoma,50-54,M,2011.0,58.0
Non-Hodgkin Lymphoma,55-59,F,1999.0,16.0
Non-Hodgkin Lymphoma,55-59,F,2000.0,28.0
Non-Hodgkin Lymphoma,55-59,F,2001.0,28.0
Non-Hodgkin Lymphoma,55-59,F,2002.0,22.0
Non-Hodgkin Lymphoma,55-59,F,2003.0,38.0
Non-Hodgkin Lymphoma,55-59,F,2004.0,39.0
Non-Hodgkin Lymphoma,55-59,F,2005.0,26.0
Non-Hodgkin Lymphoma,55-59,F,2006.0,40.0
Non-Hodgkin Lymphoma,55-59,F,2007.0,58.0
Non-Hodgkin Lymphoma,55-59,F,2008.0,49.0
Non-Hodgkin Lymphoma,55-59,F,2009.0,57.0
Non-Hodgkin Lymphoma,55-59,F,2010.0,54.0
Non-Hodgkin Lymphoma,55-59,F,2011.0,62.0
Non-Hodgkin Lymphoma,55-59,M,1999.0,18.0
Non-Hodgkin Lymphoma,55-59,M,2000.0,20.0
Non-Hodgkin Lymphoma,55-59,M,2001.0,29.0
Non-Hodgkin Lymphoma,55-59,M,2002.0,40.0
Non-Hodgkin Lymphoma,55-59,M,2003.0,39.0
Non-Hodgkin Lymphoma,55-59,M,2004.0,37.0
Non-Hodgkin Lymphoma,55-59,M,2005.0,52.0
Non-Hodgkin Lymphoma,55-59,M,2006.0,53.0
Non-Hodgkin Lymphoma,55-59,M,2007.0,42.0
Non-Hodgkin Lymphoma,55-59,M,2008.0,74.0
Non-Hodgkin Lymphoma,55-59,M,2009.0,61.0
Non-Hodgkin Lymphoma,55-59,M,2010.0,62.0
Non-Hodgkin Lymphoma,55-59,M,2011.0,73.0
Non-Hodgkin Lymphoma,60-64,F,2000.0,19.0
Non-Hodgkin Lymphoma,60-64,F,2001.0,17.0
Non-Hodgkin Lymphoma,60-64,F,2002.0,30.0
Non-Hodgkin Lymphoma,60-64,F,2003.0,33.0
Non-Hodgkin Lymphoma,60-64,F,2004.0,29.0
Non-Hodgkin Lymphoma,60-64,F,2005.0,31.0
Non-Hodgkin Lymphoma,60-64,F,2006.0,36.0
Non-Hodgkin Lymphoma,60-64,F,2007.0,59.0
Non-Hodgkin Lymphoma,60-64,F,2008.0,41.0
Non-Hodgkin Lymphoma,60-64,F,2009.0,64.0
Non-Hodgkin Lymphoma,60-64,F,2010.0,47.0
Non-Hodgkin Lymphoma,60-64,F,2011.0,64.0
Non-Hodgkin Lymphoma,60-64,M,2001.0,17.0
Non-Hodgkin Lymphoma,60-64,M,2002.0,23.0
Non-Hodgkin Lymphoma,60-64,M,2003.0,31.0
Non-Hodgkin Lymphoma,60-64,M,2004.0,55.0
Non-Hodgkin Lymphoma,60-64,M,2005.0,39.0
Non-Hodgkin Lymphoma,60-64,M,2006.0,48.0
Non-Hodgkin Lymphoma,60-64,M,2007.0,44.0
Non-Hodgkin Lymphoma,60-64,M,2008.0,63.0
Non-Hodgkin Lymphoma,60-64,M,2009.0,77.0
Non-Hodgkin Lymphoma,60-64,M,2010.0,75.0
Non-Hodgkin Lymphoma,60-64,M,2011.0,86.0
Non-Hodgkin Lymphoma,65-69,F,2000.0,21.0
Non-Hodgkin Lymphoma,65-69,F,2001.0,24.0
Non-Hodgkin Lymphoma,65-69,F,2002.0,19.0
Non-Hodgkin Lymphoma,65-69,F,2003.0,38.0
Non-Hodgkin Lymphoma,65-69,F,2004.0,30.0
Non-Hodgkin Lymphoma,65-69,F,2005.0,37.0
Non-Hodgkin Lymphoma,65-69,F,2006.0,42.0
Non-Hodgkin Lymphoma,65-69,F,2007.0,39.0
Non-Hodgkin Lymphoma,65-69,F,2008.0,49.0
Non-Hodgkin Lymphoma,65-69,F,2009.0,58.0
Non-Hodgkin Lymphoma,65-69,F,2010.0,63.0
Non-Hodgkin Lymphoma,65-69,F,2011.0,64.0
Non-Hodgkin Lymphoma,65-69,M,1999.0,22.0
Non-Hodgkin Lymphoma,65-69,M,2000.0,18.0
Non-Hodgkin Lymphoma,65-69,M,2001.0,24.0
Non-Hodgkin Lymphoma,65-69,M,2002.0,23.0
Non-Hodgkin Lymphoma,65-69,M,2003.0,35.0
Non-Hodgkin Lymphoma,65-69,M,2004.0,30.0
Non-Hodgkin Lymphoma,65-69,M,2005.0,39.0
Non-Hodgkin Lymphoma,65-69,M,2006.0,38.0
Non-Hodgkin Lymphoma,65-69,M,2007.0,42.0
Non-Hodgkin Lymphoma,65-69,M,2008.0,53.0
Non-Hodgkin Lymphoma,65-69,M,2009.0,64.0
Non-Hodgkin Lymphoma,65-69,M,2010.0,88.0
Non-Hodgkin Lymphoma,65-69,M,2011.0,90.0
Non-Hodgkin Lymphoma,70-74,F,1999.0,22.0
Non-Hodgkin Lymphoma,70-74,F,2000.0,21.0
Non-Hodgkin Lymphoma,70-74,F,2001.0,25.0
Non-Hodgkin Lymphoma,70-74,F,2002.0,28.0
Non-Hodgkin Lymphoma,70-74,F,2003.0,36.0
Non-Hodgkin Lymphoma,70-74,F,2004.0,32.0
Non-Hodgkin Lymphoma,70-74,F,2005.0,41.0
Non-Hodgkin Lymphoma,70-74,F,2006.0,42.0
Non-Hodgkin Lymphoma,70-74,F,2007.0,43.0
Non-Hodgkin Lymphoma,70-74,F,2008.0,42.0
Non-Hodgkin Lymphoma,70-74,F,2009.0,46.0
Non-Hodgkin Lymphoma,70-74,F,2010.0,55.0
Non-Hodgkin Lymphoma,70-74,F,2011.0,56.0
Non-Hodgkin Lymphoma,70-74,M,1999.0,21.0
Non-Hodgkin Lymphoma,70-74,M,2000.0,18.0
Non-Hodgkin Lymphoma,70-74,M,2001.0,24.0
Non-Hodgkin Lymphoma,70-74,M,2002.0,23.0
Non-Hodgkin Lymphoma,70-74,M,2003.0,38.0
Non-Hodgkin Lymphoma,70-74,M,2004.0,23.0
Non-Hodgkin Lymphoma,70-74,M,2005.0,37.0
Non-Hodgkin Lymphoma,70-74,M,2006.0,38.0
Non-Hodgkin Lymphoma,70-74,M,2007.0,42.0
Non-Hodgkin Lymphoma,70-74,M,2008.0,40.0
Non-Hodgkin Lymphoma,70-74,M,2009.0,60.0
Non-Hodgkin Lymphoma,70-74,M,2010.0,67.0
Non-Hodgkin Lymphoma,70-74,M,2011.0,66.0
Non-Hodgkin Lymphoma,75-79,F,1999.0,17.0
Non-Hodgkin Lymphoma,75-79,F,2000.0,23.0
Non-Hodgkin Lymphoma,75-79,F,2001.0,20.0
Non-Hodgkin Lymphoma,75-79,F,2002.0,22.0
Non-Hodgkin Lymphoma,75-79,F,2003.0,32.0
Non-Hodgkin Lymphoma,75-79,F,2004.0,30.0
Non-Hodgkin Lymphoma,75-79,F,2005.0,47.0
Non-Hodgkin Lymphoma,75-79,F,2006.0,37.0
Non-Hodgkin Lymphoma,75-79,F,2007.0,35.0
Non-Hodgkin Lymphoma,75-79,F,2008.0,57.0
Non-Hodgkin Lymphoma,75-79,F,2009.0,45.0
Non-Hodgkin Lymphoma,75-79,F,2010.0,46.0
Non-Hodgkin Lymphoma,75-79,F,2011.0,57.0
Non-Hodgkin Lymphoma,75-79,M,1999.0,24.0
Non-Hodgkin Lymphoma,75-79,M,2000.0,19.0
Non-Hodgkin Lymphoma,75-79,M,2001.0,18.0
Non-Hodgkin Lymphoma,75-79,M,2002.0,16.0
Non-Hodgkin Lymphoma,75-79,M,2003.0,23.0
Non-Hodgkin Lymphoma,75-79,M,2004.0,33.0
Non-Hodgkin Lymphoma,75-79,M,2005.0,34.0
Non-Hodgkin Lymphoma,75-79,M,2006.0,27.0
Non-Hodgkin Lymphoma,75-79,M,2007.0,38.0
Non-Hodgkin Lymphoma,75-79,M,2008.0,43.0
Non-Hodgkin Lymphoma,75-79,M,2009.0,50.0
Non-Hodgkin Lymphoma,75-79,M,2010.0,51.0
Non-Hodgkin Lymphoma,75-79,M,2011.0,51.0
Non-Hodgkin Lymphoma,80-84,F,2000.0,19.0
Non-Hodgkin Lymphoma,80-84,F,2003.0,22.0
Non-Hodgkin Lymphoma,80-84,F,2004.0,29.0
Non-Hodgkin Lymphoma,80-84,F,2005.0,37.0
Non-Hodgkin Lymphoma,80-84,F,2006.0,25.0
Non-Hodgkin Lymphoma,80-84,F,2007.0,45.0
Non-Hodgkin Lymphoma,80-84,F,2008.0,35.0
Non-Hodgkin Lymphoma,80-84,F,2009.0,44.0
Non-Hodgkin Lymphoma,80-84,F,2010.0,43.0
Non-Hodgkin Lymphoma,80-84,F,2011.0,48.0
Non-Hodgkin Lymphoma,80-84,M,2002.0,18.0
Non-Hodgkin Lymphoma,80-84,M,2003.0,21.0
Non-Hodgkin Lymphoma,80-84,M,2004.0,19.0
Non-Hodgkin Lymphoma,80-84,M,2005.0,19.0
Non-Hodgkin Lymphoma,80-84,M,2006.0,19.0
Non-Hodgkin Lymphoma,80-84,M,2007.0,30.0
Non-Hodgkin Lymphoma,80-84,M,2008.0,34.0
Non-Hodgkin Lymphoma,80-84,M,2009.0,32.0
Non-Hodgkin Lymphoma,80-84,M,2010.0,37.0
Non-Hodgkin Lymphoma,80-84,M,2011.0,43.0
Non-Hodgkin Lymphoma,85+,F,2003.0,18.0
Non-Hodgkin Lymphoma,85+,F,2004.0,18.0
Non-Hodgkin Lymphoma,85+,F,2005.0,22.0
Non-Hodgkin Lymphoma,85+,F,2006.0,24.0
Non-Hodgkin Lymphoma,85+,F,2007.0,19.0
Non-Hodgkin Lymphoma,85+,F,2008.0,40.0
Non-Hodgkin Lymphoma,85+,F,2009.0,41.0
Non-Hodgkin Lymphoma,85+,F,2010.0,30.0
Non-Hodgkin Lymphoma,85+,F,2011.0,45.0
Non-Hodgkin Lymphoma,85+,M,2006.0,17.0
Non-Hodgkin Lymphoma,85+,M,2007.0,18.0
Non-Hodgkin Lymphoma,85+,M,2008.0,20.0
Non-Hodgkin Lymphoma,85+,M,2009.0,20.0
Non-Hodgkin Lymphoma,85+,M,2010.0,32.0
Non-Hodgkin Lymphoma,85+,M,2011.0,41.0
Oral Cavity and Pharynx,40-44,M,2001.0,16.0
Oral Cavity and Pharynx,40-44,M,2002.0,17.0
Oral Cavity and Pharynx,40-44,M,2007.0,21.0
Oral Cavity and Pharynx,40-44,M,2008.0,18.0
Oral Cavity and Pharynx,40-44,M,2009.0,19.0
Oral Cavity and Pharynx,40-44,M,2010.0,21.0
Oral Cavity and Pharynx,40-44,M,2011.0,25.0
Oral Cavity and Pharynx,45-49,F,2007.0,16.0
Oral Cavity and Pharynx,45-49,M,2001.0,16.0
Oral Cavity and Pharynx,45-49,M,2003.0,17.0
Oral Cavity and Pharynx,45-49,M,2004.0,27.0
Oral Cavity and Pharynx,45-49,M,2005.0,29.0
Oral Cavity and Pharynx,45-49,M,2006.0,21.0
Oral Cavity and Pharynx,45-49,M,2007.0,29.0
Oral Cavity and Pharynx,45-49,M,2008.0,23.0
Oral Cavity and Pharynx,45-49,M,2009.0,48.0
Oral Cavity and Pharynx,45-49,M,2010.0,36.0
Oral Cavity and Pharynx,45-49,M,2011.0,39.0
Oral Cavity and Pharynx,50-54,F,2007.0,18.0
Oral Cavity and Pharynx,50-54,F,2008.0,21.0
Oral Cavity and Pharynx,50-54,F,2011.0,20.0
Oral Cavity and Pharynx,50-54,M,1999.0,21.0
Oral Cavity and Pharynx,50-54,M,2001.0,25.0
Oral Cavity and Pharynx,50-54,M,2002.0,22.0
Oral Cavity and Pharynx,50-54,M,2003.0,26.0
Oral Cavity and Pharynx,50-54,M,2004.0,18.0
Oral Cavity and Pharynx,50-54,M,2005.0,29.0
